permite progresar,la accion de dar las gracias,panico,hiperactivo,tranquilo,,querer revertir una situacion ,,solido,miedo ,la mejor forma de hacer las cosas,muchos ya la perdieron,,lo relacionan con el éxito,,,,,rectitud,tener que hacer algo si o si ,,,exposición,el hombre es un ser,los jefes de guerra lo hacen cuando buscan ganar,resolución de problemas,,equilibrio,,,,,se les desea a las personas para que les valla bien
promesa,la accion previa trajo felicidad y por eso se realiza,peligro,impaciencia,tristeza,,quieres hacer algo para no sentirla,,su funcion es explicar conceptos,muchas personas sufren de esto cuando se encuentran deseosas de algo,la poseen los deportistas,no debemos perderla en ningún momento,,mejor salud,,,,,relacion,tener un buen rendimiento,,,factores de riesgo,el mundo de la filosofía ,los militares lo hacen en las guerras ,responde a una pregunta,,es admirada por las personas,,,,,se les dice a las personas que tienen una vida llena de logros
proyeccion,ligado a los modales,peligro de la integridad de la persona,impaciente,tristeza por el otro,,realizas acciones buenas para contrarestarla,,tambien se puede ver en la calidad de las teles ,no controlar los actos ,la tiene una persona con buenas habilidades,no esta relacionada a cabalidad con la razón o la lógica,,momento feliz,,,,,respeto,tiene tiempo determinado,,,forma de proteger algo,el yoga intenta alejarte de cualquiera de ellos,mapa de ideas,saber,,es un bien ,,,,,se logra cuando la realidad coincide con tus deseos
puede llegar a perjudicar a alguien,lo que sientes cuando alguien te hace un favor,peligro relativo,impulsividad,valor muy importante,,reflexion sobre un mal acto,,te da conocimiento,no pensar tranquilamente ,la tienen las personas que se dedican a algo,no rendirse,,momento grato,,,,,se asocia al color blanco,tienes que hacerlo,,,ganas de gritar,elemento sumamente poderoso,mapa de ruta con un objetivo especifico,saber algo,,es un derecho ,,,,,se logra un objetivo
puede ser entre 1 o mas participantres,lo sientes cuando alguien hace algo bueno por ti,"peligro, riesgo, dañino, herida, muerte, asesino, daños, virus, enfermedad, corrupción",impulso que lleva a hacer algo,voluntad de ayudar al projimo en problemas,,remordimiento,,te permite entender,no saber que hacer,leonel messi,nombre de mujer relacionado a un deseo futuro,,mucha gente la busca,,,,,se busca en las personas,todas las personas tienen,,,genera preguntas ,en grecia era el motor principal de los filosofos,maquinacion,sabiduría,,es un factor ,,,,,se refleja como un trinfo
puede ser entre 2 o muchas partes,manifestación positiva ,perjudica a otros,incapacidad de espera a un suceso,,,responsabilidad de algo,,todas las palabras tienen una,no tener control,llama la atención ,nos entrega tranquilidad en ciertas ocaciones,,musica,,,,,se dice la verdad,trabajo,,,generalmente esta señalado,es abstracto,maquinación ,se asocia a una proporcion,,es una sensación,,,,,se relaciona con la suerte
puede ser verbal o escrito,manifestarle lo bueno que hizo a una persona ,persecucuion ,incertidumbre ,,,responsable de algo negativo,,usado con frecuencia en pruebas academicas,no tener esperanza ,lo demuestras cuando haces bien alguna actividad,objetivamen puede ser un termino matematico que tiene un valor exacto,,máxima satisfacción,,,,,se es transparente,tu mama te dio muchas,,,hay algo que puede ser dañino,es cuando la consciencia habla,meta,se cree siempre tener,,escudos,,,,,se requiere esfuerzo para llegar a el
punto de equilibrio,misa,posible situación de peligro,incomodidad,,,resulta de un mal acto provocado por una persona,,visualizar,no tener paciencia,lo logra la perserverancia,ocurre cuando alguien está enfermo y tiene la esperanza que se recupere,,no es constante,,,,,se relaciona con la integridad,un deber,,,hay carteles con esta palabra que avisan que algo malo puede suceder,es individual,meticuloso,se da cuando alguien dice lo correcto,,estabilidad,,,,,sentimiento positivo
puntos en común con alguien,mostrar apreciación tras algo concedido ,prepotencia,inestabilidad,,,se usa para decir quien hizo algo negativo,,vía por la cual se busca el significado de algo ,no tener tranquilidad de animo,lo que nos permite triunfar en determinada area,ojala ,,no juzgarse a uno mismo y a los demás,,,,,ser consecuente,vincula a las personas a realizar una determinada acción,,,hay que arriesgarse para pasar un peligro,es interiorizado,modelo a seguir,se puede contradecir,,estado de proteccion,,,,,ser educado
quedar en algo entre personas,mostrar respetos de alguien que ha realizado algo para nosotros ,probabilidad de que pase algo malo,inquietud,,,sensacion de malestar tras cometer un error,,,pensamientos malos,lo que te diferencia de otras personas en realizar ciertas actividades,pedri algo,,opuesta a tristeza,,,,,ser correcto,,,,hay que pensar antes de actuar,es la diferencia entre un humano y un animal,modelo de organización,se puede encontrar en el mundo de las leyes,,estado el cual consiste en sentirse protegido,,,,,ser el mejor en lo que hago
quedas de hacer algo con alguien,muchos creen deberiamos darselo a Dios u otra divinidad.,problema,inseguridad,,,sensación al no realizar una accion,,,perder el control,los deportistas buenos la paseen,pensamiento que algo llegará,,opuesto a tristeza o amargura,,,,,ser franco,,,,idea,es lo que piensa una persona,necesita de una planificación previa,se usa en matemáticas,,estado en el cual nada atraviesa la burbuja personal,,,,,ser innovador
realizar un plan,muestra de afecto después de prestar atención ,produce miedo,intranquilidad,,,sensación tras cometer un error,,,perder la calma,los mejores deportistas la tienen para sus disciplinas,pensar positivo pensando que algo ocurrira,,parecido a la alegria,,,,,ser recto como persona,,,,indica una situación que necesita cuidado,es mental,no involucra espontaneidad de acontecimientos,se usa mucho en las matemáticas,,estado que se obtiene al estar lejos de cualquier riesgo,,,,,ser inteligente
rendicion ,muestra de gratitud,puede agredir ,la gente muchas veces come por,,,sentimiento,,,perdida de esperanza,los talentosos la tienen,pensar que las cosas van a estar bien,,pasarla bien,,,,,ser sincero,,,,inseguridad,es personal,objetivo de un curso,se ve incrementada conforme a se adquiere mayor experiencia y educación,,estan en los bancos,,,,,ser pudiente
requiere compromiso de ambas partes,"no se pide algo a cambio, se da por sí solo","puede ser real, creible o efectiva",la medicina no convencional dice tratarla ,,,sentimiento causado por un arrepentimiento,,,problemas,maestria,permite luchar hasta el final,,payaso,,,,,ser transparente,,,,isic lo es para la humanidad,esperame un poco,objetivos claros,se vincula con valoraciones,,estan en los conciertos,,,,,ser reconocido
requiere la aceptación de las partes,no todos lo dan,que esta pasando,lectura errada y sobreestimulada del acontecer,,,sentimiento de hacer algo malo,,,produce estrés en quien la tiene constantemente,maestría,personas religiosas suelen poseerla con mayor frecuencia que las que no,,permite disfrutar mejor las cosas de la vida,,,,,ser transparente ,,,,la eventualidad de pérdidas,estructura del cerebro,oficiales y militares los ocupan para los rescates,seguridad fremte a algo,,estar a gusto,,,,,solo pocos llegan a él
se almacena en la memoria,nos lo enseñan desde pequeños,que se corre un riesgo inminente,lleva a acciones descontroladas,,,sentimiento negativo,,,provocado no por desición de la persona,manejo elevebado ,posibilidad de hacer algo,,plenitud,,,,,ser transparente ante los demas,,,,las construcciones son las que más trabajan para disminuirlo,existen buenos y malos,oganización,sentido que permite cercarse a la verdad,,estar a salvo,,,,,sortear un obstaculo 
se cierra con un apretón de manos,notacion,que sucede,los novios antes de la boda la presentan,,,sentimiento que nos atormenta cuando realizamos una mala accion,,,puede funcionar como mecanismo de defensa en casos particulares,maniobra,probabilidades de que algo se cumpla,,positiva,,,,,ser uno mismo,,,,las guaguas suelen estar mas expuestas a este concepto,flujo de información,opción,ser conciente,,estar en resguardo,,,,,superar objetivos
se da entre dos o más partes,premio,rabia,movimientos repetitivos y rápidos (mover el pie y el lápiz),,,sentir o saber que cometiste algun error ,,,puede llevar a la locura,mayor desrrollo de una caracteristica positiva que te hace destacar por sobre los demas,probablidad,,propio de personas positivas,,,,,siempre debe existir en una relación de pareja,,,,las guerras son las que mas lo poseen,forma individual de interpretacion,ordena tareas,sirve para explicar cosas a traves del pensamiento racional,,estar sin riesgos,,,,,tener dinero
se deben respetar,produce felicidad,regaño ,necesidad,,,sentir presión por algo cometido,,,pánico,mental,produce bienestar,,provoca sonrisas,,,,,sinceridad,,,,lo que protegen los seguros,genera inteligencia,ordenado,su sustrato biológico es el cerebro,,evidencia,,,,,tener lo que uno quiere
se establece entre dos entidades para un fin,realizar un gesto bondadoso a la otra persona en forma de gratitud,representa un riesgo,necesidad de querer algo desesperadamente,,,sentir que eres responsable de algo ocurrido,,,reacción ante situaciones poco favorables,motricidad fina,propio de personas positivas,,realizacion personal,,,,,sirve para mejorar la convivencia,,,,lo siento cuando hay un ladron cerca,habilidad principal del hombre,ordenar ideas,sucede cuando pensamos,,"evita asaltos, intranquilidad, malestar y/o daño",,,,,tener suerte
se genera mediante un concenso entre  personas,recompensa ,restringir ,nervio,,,sentirse mal por haber provocado en otro un efecto negativo,,,se busaca escapar de esa situación,movimientos cordinados,pruduce calma,,realización,,,,,tiene la verdad por delante,,,,los delincuentes son un ejemplo de este concepto,hecho que ocurre en nuestra mente,organización,te permite crear argumentos,,existen guardias que cubren esto,,,,,termino de un objetivo
se genera por consentimiento de dos posturas,reconocer el gesto de la otra entidad,riesgo,nervios,,,sentirse responsable,,,se da cuando una situacion te sobrepasa,nos permite desarrollar habilidades,que algo esperado pase,,regocijo,,,,,transparencia,,,,los elementos peligrosos pueden ocasionar grandes daños,idea,organización ,tener claridad en un tema ,,firmeza,,,,,tienes que ser justo
se hacen para llegar a un punto comun,reconocerlo que hizo alguien,se desea algo negativo hacia otra persona,nerviosismo,,,ser participe de un acto.,,,se origina cuando el bienestar se ve fuertemente amenazado ,optimo,querer que suceda algo esperado,,requiere esfuerzo,,,,,transparencia ,,,,los lugares altos nos dan esta sensación,idea de una persona sobre otra,organización determinada y premeditada,tener conceptos acertivos en un dialogo,,fortaleza,,,,,triunfante
se llega a una conformidad,reconocimiento,se realiza con el objetivo de venganza,nervioso,,,ser responsable de un hecho,,,se refleja con cara de asombro,otorga facilidad,religion,,reír,,,,,transparencia en el actuar,,,,mala nota,idea interna,organizado,tener la verdad,,fuera de peligro,,,,,triunfar
se llega cuando no se puede hacer frente a una situacion ,reconocimiento de aspectos positivos,se ve como advertencia o ultimatum,no es controlable,,,ser responzable de una acción ,,,sensacion de agobio extremo,para jugar futbol se necesita,resiliencia,,risa,,,,,una virtud muy positiva,,,,malo,idea sobre algo,"organizar las actividades de una semana, mes o año",tener sentido,,fuera de riesgo,,,,,triunfo
se llega por medio de negociaciones ,regla,seguridad,no es una sensación agradable,,,señalar a alguien como el responsable de algo,,,sensacion de escapar,para movimientos bruzcos necesito agilidad y,saber que algo sucederá ,,satisfacción,,,,,veracidad,,,,manejo mas alcholo es un,ideas ,palabra usada en reuniones para concretar negocios,tiene que ser logico,,gente estudia para poder tener un cargo y tratar de darla,,,,,un cantante cuando tiene muchos seguidores
se necesita para avanzar en politica,respuesta a una amabilidad,situación de riesgo,no saber que va a suceder ,,,sujeto negligente,,,sentimiento,para trepar arboles se necesita gran,saber que algo vendra despues,,se busca esta emoción,,,,,verdad,,,,manera de entender algo,ideas o sucesos en nuestra mente que no se comparten,panorama,una capacidad del ser humano,,guardia,,,,,victoria
se puede firmar ,respuesta frente a una causa que te favorece,situación estresante,normalmente en mujeres,,,te hace sentir triste,,,sentimiento angustiante causado por fracaso ,pasciencia,se relaciona con que algo bueno pronto sucederá,,se da cuando se hace algo bien ,,,,,virtud,,,,menoscabo,imagen mental,para hacer algo se crea uno,usado con frecuencia en matematicas ,,guardia ,,,,,
sintetizacion en una idea general ,retribucion,situación extraña de riesgo,preocupacion por algo,,,te pones depresivo,,,sentimiento intranquilizante ,pensamiento rapido,se utiliza en la estadística,,se irradia ,,,,,virtud de las personas que son transparentes,,,,miedo,imaginacion,"para llevar a cabo un proyecto, primero se debe hacer un ",uso de la lógica,,guardias,,,,,
sublima relaciones interpersonales ,satisfaccion,situación peligrosa,preocupación excesiva hacia el futuro,,,te reprochan ,,,sentimiento negativo,poder trabajado ,seguridad,,se observa en la gente simpática,,,,,,,,,motivo por el que nos debemos cuidar,imaginación,pensado,uso del cerebro,,hay guardias que se dedican a ello,,,,,
tener la capacidad de determinar una idea,satisfecho,"son solo palabras, antes de que atacar",preocupación interna hacia lo desconocido,,,te sientes mal,,,sentimiento producido por falta de capacidad de espera,practica,sentimiento ,,se puede llorar por esto,,,,,,,,,no es compatible con seguridad,inconsciente,permite la coordinación interna,verdadero según lo concebido como cierto por el ser humano,,la puedes tener en ti mismo,,,,,
toma de desiciones,se dice cuando se ora,su recepción genera angustia,produce ataques,,,tenemos esto cuando hacemos algo mal,,,sentimiento que surge al sentirnos presionados,practica continua ,sentimiento de que se cumpla algo deseado,,se siente con el corazon,,,,,,,,,no hay seguridad,indica opiniones y percepciones de un invividuo,permite organizarse,yo hago uso de ella cada vez que pienso,,la sientes con una persona,,,,,
transacción,se dá cuando otra persona hace algo bueno por la otra,te deja con inseguridad,produce efectos movimientos físicos involuntarios,,,tener responsabilidad de lo sucedido,,,siente que todo esta mal y no hay forma de mejorarlo,preciso,sentimiento de que siempre se puede algo mas,,se siente en todo el cuerpo,,,,,,,,,ocurre en la mente ,informacion que yace en la mente,personajes de series o libros lo dicen cuando tienen una idea,,,la sientes en un lugar,,,,,
tratado,se experimenta hacia otro,te pone nervioso,produce ganas de comer,,,tener responsabilidad en una situación,,,sin esperanzas,presicion para hacer algo,sentimiento necesario ante la adversidad ,,se transmite ,,,,,,,,,palabra utilizada anticipadamente para no realizar algo,innato,planificacion de acciones,,,las mutuales tratan de brindarla,,,,,
trato,se le dice a una persona,tener precaución ,produce sudoración en las manos,,,usado en leyes para determinar sentencia de una persona,,,sin salida,presición,sentimiento positivo ,,se ve todo positivo,,,,,,,,,peligro,inteligencia,por lo general es grupal,,,lleva a no preocuparse ante distintas situaciones,,,,,
trato entre dos o más partes,se les da a alguien,terror,produce un malestar,,,va acompañada de castigo fisico o psicologico inferido por el entorno o uno mismo,,,sin solución aparente,puede ser académica ,sentimos esto cuando queremos que a alguien/nosotros nos vaya bien,,sensacion de placer,,,,,,,,,pone en riesgo la integridad ,juicio,predisposicion a una accion,,,lo que entrega otro para favorecer tus resultados,,,,,
tregua,se lo dan hijos a sus padres,terrorismo,provoca que andes desconcentrado,,,,,,situación que va más alla de los limites de la persona y le produce ansiedad. ,puede ser deportiva,sentir que algo bueno va a suceder,,sensación plena de satisfacción ,,,,,,,,,posibilidad cierta de un daño,las ideas surgen de,premeditación,,,lo que una familia entrega a sus hijos,,,,,
un pacto entre dos personas,se lo das a alguien cuando te ayudan,tiene la intención de impedir algo,provocado por nervios,,,,,,sociedades enteras han pasado por esto,"puede ser motora, escrita, artística",sentirse acertivo que tarde o temprano ocurrira lo esperado,,sentimiento,,,,,,,,,precaución,las personas lo tienen,preparación,,,los criminales la violan,,,,,
un trato,se produce luego de hacer un favor,tiene un fin ,"puede generar acné, tensión muscular y/o tics nerviosos",,,,,,sufrimiento por no encontrar salida de una situación problemática,puede ser musical,ser positivo,,sentimiento agradable,,,,,,,,,precausión,lenguaje generado al interior de una persona,preparado,,,los ladrones la alteran,,,,,
unanimidad,se puede demostrar mediante un regalo,ultimatum,puede ser un problema sicológico,,,,,,susto,rapidez,si tengo cancer lo ultimo que pierdo es,,sentimiento bonito,,,,,,,,,precipicio,lo abstracto,procedimiento al que se llaga para lograr algo,,,los padres se la otorgan a sus hijos mediante la protección,,,,,
union,se puede tener el sentimiento o realizar un acto,victima,querer alcanzar el futuro,,,,,,temor,rapido,similar a fe,,sentimiento positivo,,,,,,,,,premonicion de guerra genera,lo hacemos todo el dia,procedimiento para alcanzar un fin,,,los policias nos dan ese sentimiento,,,,,
unir los pensamientos en uno,se puede utilizar para finalizar un trato,vida de las personas,querer algo,,,,,,tener ataques de panico,requiere de ingenio,sirve para la automotivación,,sentimiento provocado por situaciones positivas,,,,,,,,,prevenir,lo que esta en la mente,programa,,,mama,,,,,
unión de pensamientos o acciones ,se relaciona a la alegría,violencia,querer anticipar el futuro,,,,,,tratar de tener que describir esto,resultados positivos,situación esperada a futuro,,sentimiento supremo,,,,,,,,,probabildiad de salir dañado,"logico, deductivo, etc",proposito,,,me brinda tranquilidad,,,,,
usado con frecuencia en negocios,se representa generalmente solo por la palabra,virus,querer que pase rapido el tiempo por x motivo,,,,,,una forma de estrés,se aprende,solución de un problema,,sentirse alegre,,,,,,,,,problemas,los psicologos lo estudian,protocolo,,,me siento protegido,,,,,
venta,se siente bien por algo que hizo otra persona,,querer tener o hacer algo pronto,,,,,,una madre lo siente cuando pierde a su hijo por ejemplo,se logra con práctica y trabajo duro,soñar con una gratificacion futura,,sentirse bien,,,,,,,,,produce miedo,meditación,prototipo,,,muchas casas ponen rejas y cercado para dar mas,,,,,
útil frente a lo ambiguo,sensación,,querer todo ahora,,,,,,una persona puede tenerla,se obtiene con la practica,soñar que las cosas pueden cambiar para mejor,,sentirse bien ante una situaciòn ,,,,,,,,,provoca daño,mente,proyecto,,,no bulnerable,,,,,
,sentimiento de satisfacción por alguna buena acción,,rapidez,,,,,,una persona se siente asi,se puede adquirir innatamente o por la práctica,te da alivio,,sentirse bien con uno mismo y el entorno,,,,,,,,,provoca palpitaciones rapidas,modelo,puede generarse de manera individual o grupal,,,no correr ningun riesgo,,,,,
,sentimiento positivo,,se da cuando no podemos esperar mucho para algo,,,,,,uno puede actuar irracional e inconciente bajo el efecto del concepto,se relaciona con agilidad y fuerza,te lo dan muchas cosas,,sentirse contento,,,,,,,,,puede llevar a la muerte,muchas veces no se hace y solo se actua ,puede ser de acción,,,no dañino,,,,,
,sentimiento positivo que genera el aporte desinteresado de otra persona,,se presenta en situaciones de estrés,,,,,,,se relaciona con habilidades,tema presente en la religion,,sentirse pleno ,,,,,,,,,puede ocurrir una situación en un futuro,muchas veces son críticos y analiticos,puede ser de estudio ,,,no deja espacio a la duda,,,,,
,sentir empatia hacia la otra entidad,,se produce cuando esperamos alguna respuesta o situacion,,,,,,,se tiene al ser habil,tener confianza en algo,,serenidad,,,,,,,,,puede provocar muerte,muestra la forma de ver las cosas,puede ser de trabajo,,,no es agresiva,,,,,
,sentir gratitud hacia alguien o algo,,se puede producir estando bajo presión,,,,,,,se tiene conciencia de qué hacer,tener confianza en que lo hecho o lo que se hará es lo correcto,,sin problemas ,,,,,,,,,puede ser considerado como amenaza,nadie puede leerte los,puede ser secreto,,,no es indispensable pero favorece la optimizacion de una accion,,,,,
,sentirse en deuda con el otro ,,se refleja por estado animico intranquilo,,,,,,,seguro,tener fe,,skittles,,,,,,,,,puede tener graves consecuencias,neuronas,pueden tener fines positivos o negativos ,,,no pasado a llevar ,,,,,
,sentirse feliz por la ayuda de alguien y hacerelo notar,,se siente cuando se expone un evento traumático,,,,,,,ser bueno en algo,tener fe de que algo va a suceder,,sonreir,,,,,,,,,puedes sufrir,no hay limite para el,racionalizado,,,no peligroso,,,,,
,sentirse lleno ,,sensacion,,,,,,,ser bueno para algo,tener fe de que los problemas se van a solucionar,,sonreir a la vida,,,,,,,,,puedes sufrirlo si no te cuidas,no tangible,reglas,,,no representa un peligro,,,,,
,ser cortés con alguien que se ha portado bien con uno ,,sensación duradera,,,,,,,significa casi lo mismo con talento y practica,tener fe en una situacion,,sonrisa,,,,,,,,,que esta pasando,nos permite razonar,respaldo,,,no sentir miedo,,,,,
,ser respetuoso,,sensación nerviosa que puede ser de angustia o de inestabilidad,,,,,,,simbolo de alguien bien preparado fisicamente,tener fé,,sonrisa ,,,,,,,,,que no es seguro,nos permite replantearnos las cosas,reunion,,,otorga tranquilidad en el hogar,,,,,
,si ayudo a otro este me,,sensación no placentera,,,,,,,talento,tener pensamientos positivos de que algo puede suceder,,tranquilidad,,,,,,,,,que sucede,nos permite resolver problemas,se encuentra en el inicio de un proyecto ,,,pdi,,,,,
,si me regalan un notebook estaré,,sentimiento de querer que todo pase ahora,,,,,,,usain bolt y otros deportistas la poseen,tiene relacion con la fe,,un deseo ,,,,,,,,,riesgo,nunca puedes dejar de tenerlo en la cabeza,se hace de a 2 o mas personas ,,,peticion,,,,,
,siempre que alguien hace algo por mi estoy,,sentimiento frente a la adversidad ,,,,,,,Ágil ,toda persona con enfermedad terminal tiene,,"un estado íntegro del ser, más que algo momentáneo",,,,,,,,,sale en carteles cerca de hoyos,operación intelectual,se hace para ir preparado,,,pocos robos,,,,,
,sientes esto cuando alguien te da algo que necesitas,,sentimiento que provoca nervios,,,,,,,,todo alumno al final del semestre,,un sentimiento agradable,,,,,,,,,se asocia al miedo ,opinión,se idea para llegar a una meta,,,poderosa herramiento para convencer a otras personas,,,,,
,situación en donde se da las gracias,,sentimos esto antes de un exámen,,,,,,,,todo va a estar bien,,una gran mision,,,,,,,,,se da cuando uno preseiente que que algo podria salir mal,originado en grecia,se llega a una meta a partir de este ,,,policia,,,,,
,situación positiva que se genera hacia otra persona,,siempre aparece cuando estamos estreados,,,,,,,,todos la necesitamos,,unido al amor,,,,,,,,,se escapa de ello,pasa en el cerebro,se organiza según destresas o habilidades ,,,produce tranquilidad,,,,,
,sociedad,,situación que provoca agitación,,,,,,,,un niño es una,,unobjetivo de vida,,,,,,,,,se puede evitar,pensadores,se puede armar solo o con más personas,,,propósito de las instituciones policiales,,,,,
,sonreir,,sobreevaluar comportamiento del entorno,,,,,,,,una razón para seguir viviendo,,vacaciones en un lugar soleado pero no muy caluroso,,,,,,,,,se siente frente a situaciones desconocidas,permite comunicación ,se puede comprar ,,,proteccion,,,,,
,tiene que ver con el respeto,,sobreevaluar situaciones,,,,,,,,verde,,,,,,,,,,,se suele evitar,plan,se realiza antes de ejecutar un trabajo o acción,,,proteccion ,,,,,
,tranquilidad,,sudor en las manos,,,,,,,,vienen tiempos buenos,,,,,,,,,,,se verifican cuando existen catástrofes naturales,platon desarrollaba un gran,se realiza en el lobulo frontal,,,protección,,,,,
,una persona queda en deuda con otra,,suele ocurrir previo a un hecho importante,,,,,,,,,,,,,,,,,,,seguridad,procesamiento de información,se relaciona a la organización de algo,,,protección ,,,,,
,viene en respuesta de la ayuda que alguien le otorgue a otro,,te aparce antes de entrar a una evaluación,,,,,,,,,,,,,,,,,,,sensacion de inseguridad frente a algo o alguien ,proceso cognitivo interno,se usa mucho para organizar,,,proteger,,,,,
,viene luego del recibimiento de un regalo (espiritual o material),,te hace doler el estómago,,,,,,,,,,,,,,,,,,,sensacion de miedo,proceso interior,se utiliza en empresas,,,protegido,,,,,
,,,te hace sudar,,,,,,,,,,,,,,,,,,,sentimiento de amenaza,proceso mental,ser precavido,,,"pueden haber policías, bomberos, ambulancia cubriendo esto",,,,,
,,,te pone inquieto,,,,,,,,,,,,,,,,,,,sentimiento que alerta de que algo malo pasara,proceso que consume energia ,set de pasos definidosen pos de un objetivo,,,puedeser un lugar el cual sea confortable o seguro,,,,,
,,,tension,,,,,,,,,,,,,,,,,,,sentir una amenaza ,progresar,siempre un b,,,razon por la cual no guardo el dinero debajo del colchon,,,,,
,,,terminar rapido,,,,,,,,,,,,,,,,,,,sentirse mal por algo,puede compartirse,sirve para tener una idea de accion a realizar,,,resguardar algo de robos,,,,,
,,,todas las personas lo demuestran de maneras diferentes,,,,,,,,,,,,,,,,,,,señala exposicion a algo que puede provocar daños,puede ser positivo o negativo ,situación estructurada a futuro,,,resguardo,,,,,
,,,transpiracion,,,,,,,,,,,,,,,,,,,señaletica de,pueden ser positivos o negativos,su completacion lleva a satisfaccion,,,respaldado,,,,,
,,,trastorno,,,,,,,,,,,,,,,,,,,si hay un incendio te encuentras en ese estado,razonamiento,sucesivo de acciones ,,,respaldo,,,,,
,,,trastorno psicológico,,,,,,,,,,,,,,,,,,,si lo ignoras puedes salir perjudicado,"razonamiento,  conciencia",suceso de pasos para lograr objetivo,,,se construye con la experiencia,,,,,
,,,va más allá del control de la persona,,,,,,,,,,,,,,,,,,,si te encuentras con un animal feroz,reflexion,suele involucrar a muchas personas,,,se la dan los los padres a un hijo ,,,,,
,,,visita al psicologo,,,,,,,,,,,,,,,,,,,siniestro,reflexión,sugerencia,,,se produce cuando alguien te cuida,,,,,
,,,volverse loco,,,,,,,,,,,,,,,,,,,situacion de advertencia,relacionado con el cerebro,sus inicios fueron con fines militares,,,se puede medir ,,,,,
,,,,,,,,,,,,,,,,,,,,,,situacion en la que hay que tener cuidado,representaciones mentales,susesos de acciones conun fin,,,se puede trabajar si no la tienes,,,,,
,,,,,,,,,,,,,,,,,,,,,,situacion impredecible,resultado de la reflexion personal,tener clara las proyecciones,,,segurito (personaje),,,,,
,,,,,,,,,,,,,,,,,,,,,,situacion incomoda,sabios,tiene pasos,,,sensacion de comodidad,,,,,
,,,,,,,,,,,,,,,,,,,,,,situacion que hay que evitar,se da en las personas,tiene una meta y un camino definido,,,sensacion de tranquilidad o bienestar por estar fuera de peligro,,,,,
,,,,,,,,,,,,,,,,,,,,,,situación alarmante,se dá en el día a día,toma en cuenta distintos factores ,,,sensancion de tranquilidad frentea una situacion,,,,,
,,,,,,,,,,,,,,,,,,,,,,situación amenzante,se ejerce en cada momento consciente,tomar una decision entre varias pesonas o individulmente para llevar a cabo un hecho,,,sensanción de plenitud,,,,,
,,,,,,,,,,,,,,,,,,,,,,situación de riesgo,se puede verbalizar,trabajo,,,sensorial,,,,,
,,,,,,,,,,,,,,,,,,,,,,situación de vulnerabilidad,se relaciona a la razón,tramar algo mediante ideas ,,,sentimiento de confort y bienestar,,,,,
,,,,,,,,,,,,,,,,,,,,,,situación inestable,se tiene en la mente,tranquilo,,,sentimiento de desproteccion,,,,,
,,,,,,,,,,,,,,,,,,,,,,susto,siempre constante,trazado,,,sentimiento de tranquilidad,,,,,
,,,,,,,,,,,,,,,,,,,,,,te conviene evitarlo,simbolo mental que representa algo de la realidad,táctica,,,sentirse auxiliado,,,,,
,,,,,,,,,,,,,,,,,,,,,,tener cuidado,sinapsis,una forma de ordenar,,,sentirse bien ,,,,,
,,,,,,,,,,,,,,,,,,,,,,terrorismo,sirve para analizar situaciones,una forma de ordenar la vida ,,,sentirse protegido ,,,,,
,,,,,,,,,,,,,,,,,,,,,,tiende a reaccionar con el miedo,sirve para resolver problemas,una idea en caso se que algo no salga bien,,,sentirse protegido ante peligros,,,,,
,,,,,,,,,,,,,,,,,,,,,,tiene consecuencias,son diferentes al resto,una receta de actos a realizar para lograr un objetivo,,,sentirse seguro con/en,,,,,
,,,,,,,,,,,,,,,,,,,,,,tienes que tener cuidado si te encuentras en esta situacion,subconciente,uno en claro elige un,,,sentirse tranquilo,,,,,
,,,,,,,,,,,,,,,,,,,,,,tratamos de evitarlo,sólo lo hacen los seres humanos,uno lo hace para hacer dieta ,,,sirve para ver puntos de vista distintos,,,,,
,,,,,,,,,,,,,,,,,,,,,,tsunami,tambien relacionado con la lógica,usa representaciones mentales,,,sistema que aleja el peligro,,,,,
,,,,,,,,,,,,,,,,,,,,,,tu cuerpo te prepara para un momento de…,todos lo necesitamos,,,,situación de protección,,,,,
,,,,,,,,,,,,,,,,,,,,,,una situacion que genera miedo,un nucleo de ideas,,,,supuesta función que brinda el estado,,,,,
,,,,,,,,,,,,,,,,,,,,,,una situación en que puedes salir dañado,una idea,,,,tacto,,,,,
,,,,,,,,,,,,,,,,,,,,,,velocidad excesiva,voces internas,,,,te las dan cuando creen que no estas haciendo algo bien,,,,,
,,,,,,,,,,,,,,,,,,,,,,veneno,,,,,tener un respaldo ,,,,,
,,,,,,,,,,,,,,,,,,,,,,vida de las personas,,,,,tranquilidad,,,,,
,,,,,,,,,,,,,,,,,,,,,,vision de mundo,,,,,tranquilidad ,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,tus padres te brindan una gran,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,un estado en donde uno esta despreocupado sobre problemas,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,uno se siente bien,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,vela por nuestro bienestar,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,vision,,,,,
