Palabra (concepto),Descripción,Codificación
Ganancia,Dinero ,dinero
Ganancia,Las empresas poco rentable son las que tienen poca ,empresas
Ganancia,Contrario a perder ,no perder
Decisión,a hacer algo,acción
Decisión,Escoger ,elección
Decisión,Declinarme por algo ,declinación
Decisión,Cuando estoy entre dos cosas debo tomar una ,elección
Decisión,Preferir,preferencia
Honestidad,Decir la verdad,verdad
Honestidad,Sinceridad ,sinceridad
Honestidad,Ser transparente ,transparencia
Honestidad,Para decir las cosas que siento necesito una gran ,decir
Obsesión,Necesidad de hacer algo ,necesario
Obsesión,Pensar mucho en algo ,pensamiento
Obsesión,Pensar en algo todo el tiempo,pensamiento
Obsesión,Forma poco sana de querer hacer algo ,no salud
Obsesión,Cuando se piensa mucho en algo que me gusta,pensar mucho
Obsesión,Cuando quiero mucho repetir algo me provoca una ,repetición
Obsesión,Es una enfermedad,enfermedad
Obsesión,Trastorno mental,trastorno
Obsesión,Solo quiere una cosa,sólo una
Obsesión,Necesidad de algo,necesario
Obsesión,Enfocarse solo en una cosa,atención
Obsesión,No poder vivir sin algo,no vivir
Obsesión,No querer compartir algo,no compartir
Ansiedad,Estado natural,natural
Ansiedad,Suele darse en momentos incomodos,incomodidad
Ansiedad,Es una forma de sentirse,sentimiento
Ansiedad,No deja dormir,insomnio
Ansiedad,Sucede cuando quieres que algo pase rapido,rápidez
Ansiedad,"Se puede reducir, pero no controlar",descontrol
Ansiedad,En exceso puede ser mala,mal
Honestidad,Valor,valor
Honestidad,Virtud,virtud
Honestidad,Se desarrolla,desarrollo
Honestidad,Es un principio,principio
Honestidad,A las personas les agrada,agradable
Honestidad,Es necesaria,necesario
Honestidad,Mucha gente no la tiene,muchos
Honestidad,Dificil de efectuar,dificultad
Honestidad,Las buenas personas la tienen,bien
Éxito,Logro,logro
Éxito,Asaña,asaña
Éxito,Se siente bien,bien
Éxito,Se necesita esfuerzo,esfuerzo
Éxito,Todos podemos lograrlo,logro
Éxito,Se necesita disposicion,disposicion
Éxito,Es a lo que uno aspira,aspiraciones
Éxito,Puede tener diferente significado para cada persona,personal
Éxito,Metas claras,meta
Éxito,Se busca un objetivo personal,objetivos
Amenaza,Incomoda,incomodidad
Amenaza,Acecha,acecha
Amenaza,Esta presente,presente
Amenaza,Es mala,mal
Amenaza,Cambia la actitud de las personas,disuasión
Amenaza,No se puede evitar,inevitable
Amenaza,Para cada persona son diferentes,diferentes
Amenaza,No se puede escapar,no escape
Amenaza,Te disgusta sentirla,enojo
Plan,Pensamiento,pensamiento
Plan,Razonamiento logico,razonamiento
Plan,Planificacion Previa,previo
Plan,Se te ocurren ideas,idea
Plan,Busca lograr cierto objetivo,búsqueda
Plan,Ayuda a organizarce,ayuda
Plan,Puede ser entre varias personas o solo,personal/grupal
Plan,Todos hacemos alguno,todos
Plan,Pueden ser buenos,bien
Plan,Pueden no funcionar,no funcionar
Seguridad,Bienestar,bienestar
Seguridad,Es un sentimiento personal,sentimiento
Seguridad,Todos queremos sentirnos asi,todos
Seguridad,En chile se esta perdiendo,no hay en Chile
Seguridad,Se necesitan rejas ,rejas
Seguridad,Se usan candados,candados
Seguridad,Proteccion par alguien o algo,protección
Seguridad,Los policias la protegen,policias
Seguridad,Algunos paises tienen mas que otros,países
Seguridad,Las carceles debieran tenerla,carcel
Compasión,Sentimiento ,sentimiento
Compasión,Nos lleva a hacer acciones por alguien,acción
Compasión,Personas mas frias la tienen menos,no personas frías
Compasión,Esta en la naturaleza humana,humano
Compasión,"Produce algo internamente, en lo espiritual",interno
Compasión,Es buena,bien
Compasión,Nos ayuda a ser mas solidarios,ayuda
Compasión,Nos ayuda a pensar en el progimo,pensamiento
Compasión,La gente buena la tiene mas presente,bien
Definición,Describir algo,descripción
Definición,Es personal,personal
Definición,Depende del punto de vista de cada uno,punto de vista
Definición,Para algunas cosas es mas complicado,complicado
Definición,Se necesita previo conocimiento,conocimiento
Definición,Todos lo hemos hecho,todos
Definición,Sirve para que otro entienda cierta cosa,entendimiento
Definición,Ayuda a comunicarnos,ayuda
Definición,Se necesita observacion y enterder,entendimiento
Definición,Tiende a ser objetivo,objetivo
Culpa,Sentimiento,sentimiento
Culpa,Estado humano,humano
Culpa,Sucede cuando hiciste algo malo,mal
Culpa,Algunos la sienten mas que otros,propensión
Culpa,Se siente mal,mal
Culpa,"Puede durar muy poco, o mucho tiempo",mucho/poco
Culpa,Generalmente hay que saciarla con alguna accion,acción
Culpa,Ataca mentalmente,ataque
Culpa,Cuando se termina es un alivio,alivio
Amenaza,peligro,peligro
Amenaza,atacante,ataque
Amenaza,victima,victima
Amenaza,tiene un fin ,final
Amenaza,puede agredir ,agresión
Amenaza,incita a la violencia,violencia
Amenaza,perjudica a otros,perjuicio
Destreza,afinidad con algo,afinidad
Destreza,capacidad,capacidad
Destreza,presicion para hacer algo,precisión
Destreza,habilidad,habilidades
Pensamiento,siempre constante,constante
Pensamiento,innato,innato
Pensamiento,razonamiento,razonamiento
Pensamiento,consciente,conciencia
Seguridad,proteccion ,protección
Seguridad,sentirse seguro con/en,sentimiento
Seguridad,lleva a no preocuparse ante distintas situaciones,no preocupación
Seguridad,comodidad,comodidad
Seguridad,sentirse protegido ante peligros,protección
Agradecimiento,tiene que ver con el respeto,respeto
Agradecimiento,viene en respuesta de la ayuda que alguien le otorgue a otro,ayuda
Agradecimiento,dar las gracias demuestra educacion básica,gratitud
Agradecimiento,nos lo enseñan desde pequeños,enseñanza
Agradecimiento,deberia mantenerse a traves del tiempo,constante
Agradecimiento,genera estados animicos positivos,ánimo
Peligro,no hay seguridad,inseguridad
Peligro,puede ser considerado como amenaza,amenaza
Peligro,tiende a reaccionar con el miedo,miedo
Peligro,ansiedad,ansiedad
Peligro,adrenalina,adrenalina
Esperanza,tener confianza en algo,confianza
Esperanza,creer que alguna situacion saldra como se esperaba,creencia
Esperanza,es lo ultimo q se pierde,lo último que se pierde
Esperanza,tiene relacion con la fe,fe
Esperanza,religion,religión
Plan,anticipar ,anticipación
Plan,toma en cuenta distintos factores ,personal/grupal
Plan,busca una solucion frente a algun problema,solución
Plan,predisposicion a una accion,predisposición
Ansiedad,estrés,estrés
Ansiedad,genera problemas a la larga ,problemas
Ansiedad,afecta estados mentales,mental
Ansiedad,afecta al eje HPA,eje HPA
Acuerdo,trato,trato
Acuerdo,decisión en conjunto ,decisión
Acuerdo,toma de desiciones,decisión
Acuerdo,puede ser entre 1 o mas participantres,dos o más partes
Acuerdo,es como un tratado,tratado
Habilidad ,cualidad,cualidad
Habilidad ,mide las capacidades,capacidad
Habilidad ,todos las personas contamos con ella,capacidad
Habilidad ,se trabaja para perfeccionarla,perfecionamiento
Habilidad ,la gente con discapacidad le cuesta conseguirla,no discapacidad
Ansiedad,siempre aparece cuando estamos estreados,estrés
Ansiedad,provoca que andes desconcentrado,desconcentración
Ansiedad,te aparce antes de entrar a una evaluación,evaluación
Ansiedad,aparece cuando te enfrentas a algo nuevo,novedad
Desesperación,aparece cuando no ves más alternativas para resolver un problema,no alternativa
Desesperación,cuando te enfrentas a algo desconocido,desconocido
Desesperación,cuando no sabes que más hacer para salvar o arreglar la situación,no acción
Desesperación,en su mayoría se observa más en mujeres que en hombres,femenino
Desesperación,uno puede actuar irracional e inconciente bajo el efecto del concepto,irracional
Desesperación,es una emoción,emoción
Honestidad,cualidad,cualidad
Honestidad,fiel,fiel
Honestidad,siempre debe existir en una relación de pareja,relación
Honestidad,cualidad moral,moral
Honestidad,ser transparente ante los demas,transparencia
Honestidad,no hay que guardarse secretos,no secretos
Honestidad,hablar siempre con la verdad,verdad
Honestidad,"expresar lo que uno siente, sin preocuparse en la consecuencia que trae dicerlo",expresión
Oportunidad,ventana para poder lograr algo,ventana
Oportunidad,esperanza,esperanza
Oportunidad,posibilidad,posibilidad
Oportunidad,posibilidad de surgir,posibilidad
Oportunidad,posibilidad de hacer algo que siempre quisiste y nunco has podido,posibilidad
Éxito,cualidad,cualidad
Éxito,lograr las metas propuestas,logro
Éxito,"puede serlo una persona, una idea, un proyecto, etc.",idea
Éxito,puede ser personal o grupal,personal/grupal
Éxito,grandeza,grandeza
Compasión,cualidad,cualidad
Compasión,Apiadarse,piedad
Compasión,Dios tuvo esa cualidad con nosotros,Dios
Compasión,empatía,empatía
Compasión,apiádate de mi por favor,piedad
Razón,racional,razonamiento
Razón,característica,características
Razón,pensamiento ,pensamiento
Razón,yo hago uso de ella cada vez que pienso,pensamiento
Razón,la tienen todos los seres humano,humano
Razón,"para argumentar, se pueden usar varias de ellas",argumentación
Razón,argumentos,argumentación
Obsesión,manía,manía
Obsesión,lo padecen los acumuladores,acumulación
Obsesión,cualidad,cualidad
Obsesión,se llama igual que una galletas costas que parecen barquillos rellenos,galletas
Obsesión,locura,locura
Obsesión,coleccionador,colecionar
Obsesión,"como consecuencia, puede traer rabía, ira y descontrol de la persona",descontrol
Ganancia,beneficio,beneficios
Ganancia,utilidad,utilidad
Ganancia,ingresos,ingreso
Ganancia,las empresas se mueven por tenerla,empresas
Ganancia,está presente en finanza y economía,finanzas
Ganancia,los contadores son las que las calculan,contadores
Ganancia,normalmente se mide en cantidad de dinero,dinero
Destreza,competencia,competencia
Destreza,Habilidad,habilidades
Destreza,Capacidad para competir en determinada área,capacidad
Destreza,Se dice este concepto cuando vemos que una persona posee habilidad en determinado campo,habilidades
Destreza,Práctica,práctica
Destreza,Talento,talento
Culpa,Angustia,angustia
Culpa,Sentimiento que tenemos cuando decimos algo indebido a alguien,indebido
Culpa,Sentimiento presente cuando obramos de mala manera,mal
Culpa,Ligado al arrepentimiento,arrepentimiento
Culpa,Estado emocional previo a la búsqueda de perdón.,emoción
Felicidad,Estado emocional pleno,plenitud
Felicidad,"Varia de persona a persona, pudiendo responder a distintos objetos",personal
Felicidad,Sensación de plenitud,plenitud
Felicidad,Estado emocional alegre,alegría
Pensamiento,Cavilación,cavilación
Pensamiento,Hecho mental que nos hace recordar o surgir ideas nuevas ,mente
Pensamiento,Se genera la acción al profundizar sobre algún evento,profundizar
Pensamiento,Es común ver a los adultos tener esta acción frente el futuro.,futuro
Pensamiento,Se liga a la creatividad y la ideas,creatividad
Pensamiento,Proceso interno mental sobre algo. ,mental
Honestidad,Acción de decir la verdad,verdad
Honestidad,Valor correspondiente a alguien que no miente,valor
Honestidad,Ligado a la veracidad ,verdad
Honestidad,Capacidad de expresar estados internos complicados a otros,expresión
Honestidad,Se asocia a las personas directas ,directo
Honestidad,Claridad,claridad
Desesperación,Estado angustioso,angustia
Desesperación,Cuando se pierde algo valioso entramos en un estado de preocupación,perdida 
Desesperación,Más que la preocupación,preocupación
Desesperación,Usualmente las personas que pasan por esto necesitan ayuda externa,ayuda
Desesperación,situación que va más alla de los limites de la persona y le produce ansiedad. ,ansiedad
Desesperación,Ansiedad,ansiedad
Obsesión,Dependencia hacia un objeto o persona aunque nos haga mal,dependencia
Obsesión,Asociado al trastorno compulsivo ,trastorno
Obsesión,Gusto sobreexagerado a una determinada cosa,sobre exageración
Obsesión,Deseo de algo en exceso,deseo
Obsesión,"En las relaciones tormentosas ya no se habla de amor, sino de este transtorno",confución amor
Oportunidad,Privilegio de poder demostrar tus habilidades y capacidades en algo muy solicitado,privilegío
Oportunidad,Momento donde se abren espacios para la inclusión de algún concepto o persona,momento
Oportunidad,Privilegio de perfeccionarte en una determinada área,privilegío
Seguridad,Calma,calma
Seguridad,Tranquilidad,tranquilidad
Seguridad,Protección,protección
Seguridad,Autoestima retratada en el caminar y hablar,autoestima
Seguridad,Confianza ,confianza
Seguridad,Lo contrario a tener temor y miedo,no temor
Definición,Plasmar determinado concepto,concepto
Definición,Ampliación de un término para su entendimiento,término
Definición,Establecer límites,límite
Culpa,Sentimiento que se siente al haber cometido una acción que se sabes es incorrecta o indebida. ,mal
Culpa,Sentimiento de remordimiento por un acto o palabra dicha.,remordimiento
Culpa,Peso moral producto de un hecho incorrecto.,peso
Acuerdo,Trato entre 2 o más personas.,trato
Acuerdo,"Trato, promesa o compromiso de algo, entre un par o un grupo de individuos.",trato
Acuerdo,Compromiso hecho mediante palabras.,compromiso
Ganancia,"Cantidad de remuneración ya sea, en dinero, tributo o especies.",remuneración
Ganancia,Dinero generado producto de un trabajo o un trueque.,dinero
Agradecimiento,Acción realizada cuando se quiere atribuir un acto o un hecho que produjo resultados beneficiosos para el receptor.,acción
Agradecimiento,Acto de dar las gracias respecto a algo.,gratitud
Pensamiento,Estado que yace en la mente de las personas.,mente
Pensamiento,"Figuración mental respecto a letras, objetos, personas, cosas, etc.",mente
Pensamiento,Representación mental respecto a algo o alguien.,mente
Felicidad,Buen sentimiento que se da como resultado de un hecho positivo.,bien
Felicidad,Estado similar a la alegría que se da tras obtener hechos beneficiosos.,alegría
Felicidad,Estado de ánimo positivo y beneficiosos para el organismo.,ánimo
Honestidad,Carácterística de la personalidad que se da cuando una persona es verdadera con sus actos y palabras.,verdad
Honestidad,Carácterística que se da en personas cuyas palabras tienen cohesión con sus hechos.,cohesión
Honestidad,Característica que se da en personas que no mienten y actuan de manera correcta respecto también a lo que piensan.,no mentir
Razón,Aspecto que permite tener un pensamiento lógico.,lógica
Razón,"Aspecto que permite a una persona, saber lo que está bien y mal.",bien/mal
Amenaza,"Aviso de que una acción tuya puede gatillar una reacción en otra persona, generalmente negativa.",advertencia
Amenaza,Advertencia acerca de algo.,advertencia
Excusa,"Palabras que sirven para ""tapar"" un acto que sabes es incorrecto.",tapar
Obligación,deber ,deber
Obligación,tener que hacer algo si o si ,hacer
Excusa,justificacion ,justificación
Excusa,justificar algo ,justificación
Excusa,decir algo para salir de aprietos ,salir de apretios
Habilidad ,capacidad de hacer algo ,hacer
Habilidad ,existen muchos tipos ,muchos
Habilidad ,son diferentes en cada persona ,diferentes
Habilidad ,si se es bueno en algo se tiene desarrollado eso ,bien
Felicidad,excitado,excitación
Felicidad,emocionado ,emoción
Felicidad,alegria ,alegría
Plan,para hacer algo se crea uno,hacer
Plan,"para llevar a cabo un proyecto, primero se debe hacer un ",proyecto
Oportunidad,poder hacer algo ,hacer
Oportunidad,que se de el contexto para hacer algo ,contexto
Honestidad,decir la verdad ,verdad
Honestidad,ser transparente ,transparencia
Honestidad,no mentir ,no mentir
Verdad,cuando uno es honesto dice la ,honestidad
Verdad,no mentir ,no mentir
Verdad,algo que es asi ,en sí
Desesperación,angustia,angustia
Desesperación,perder el control,incontrolable
Desesperación,estar preocupado ,preocupación
Desesperación,sin esperanzas,desesperanza
Razón,logica,lógica
Razón,pensar,pensamiento
Peligro,Es malo,mal
Peligro,Es dañino,daño
Peligro,Uno puede salir perjudicado cuando uno se lo enfrenta,perjuicio
Peligro,Adevertencia,advertencia
Peligro,Cuidado,cuidado
Peligro,Amenaza,amenaza
Peligro,Estar bajo algún tipo de riesgo,riesgo
Peligro,Puede ocurrir una desgracia indeseada,desgracia
Peligro,Inerperado,inesperado
Culpa,Es psicológico,psicológico
Culpa,Una la tiene después de hacer algo que no es correcto,no correcto
Culpa,Uno la tiene después de haber cometido algún error,error
Culpa,Uno se siente responsable de lo ocurrido,responsabilidad
Culpa,Es una falta,falta
Culpa,Situación después de un delito,delito
Culpa,Arrepentimiento,arrepentimiento
Culpa,Puede causar enfermedades mentales,enfermedad
Culpa,Ocultar respecto a algo,ocultar
Culpa,Darse cuenta del error y no querer contarlo,error
Honestidad,Es algo bueno,bien
Honestidad,La gente es admirada cuando es de esta forma,admiración
Honestidad,Crea confianza,confianza
Honestidad,Trae beneficios,beneficios
Honestidad,Los políticos generalmente no lo son,no politicos
Honestidad,Los ladrones tampoco lo son,no delincuencia
Honestidad,Es una virtud,virtud
Honestidad,Es honroso para uno,honor
Honestidad,Cualidad de una persona que genera confianza,confianza
Razón,Se utiliza a cada segundo,siempre
Razón,Ayuda a tomar decisiones,ayuda
Razón,Es lo que una persona terca no va a transar,terquedad
Razón,Reflexión al respecto de cierta actitudes,reflexión
Razón,Dicernimiento al respecto de las situaciones,discernimiento
Razón,Poder de elección,elección
Razón,Capacidad de actuar de una persona sobre las situaciones de la vida,hacer
Agradecimiento,Bondad,bondad
Agradecimiento,Alegría con la situación y con una persona,alegría
Agradecimiento,Cariño,cariño
Agradecimiento,Felicidad ante la situación,felicidad
Agradecimiento,Esperanza,esperanza
Agradecimiento,Ayuda recibida,ayuda
Acuerdo,Trato,trato
Acuerdo,Negocios,negocios
Acuerdo,Prosperidad económica,prosperidad
Acuerdo,Puede tener un marco legal,legal
Acuerdo,Reunión,reunión
Verdad,Pocas personas lo hacen,pocas personas
Verdad,Es algo muy valorado,valor
Verdad,Muchas veces se le asocian a las personas que son directas con sus palabras,directo
Verdad,Es una respuesta sobre lógica,lógica
Verdad,Uno espera que los políticos siempre nos digan esto,politicos no
Verdad,Esta muy asociada a la confianza,confianza
Verdad,No existe una absoluta,no absoluta
Verdad,Sinceridad,sinceridad
Verdad,Cuando uno dice las cosas con franqueza,franqueza
Verdad,Aseveración,aseveración
Esperanza,Amor,amor
Esperanza,Renacer ,renacer
Esperanza,Cuando uno piensa que tiene todo perdido pero se abre una brecha,creencia
Esperanza,No perder nunca la fe,fe
Esperanza,Tener confianza que algo va a suceder,confianza
Esperanza,Estar certeros de la situación,certeza
Esperanza,Creencia,creencia
Esperanza,Es una promesa que esperamos que se cumpla algún día,promesa
Esperanza,Ilusión sobre una situación,ilusión
Obligación,Desesperación,desesperación
Obligación,Cuando uno no quiere hacer algo volutariamente,no voluntad
Obligación,Deber,deber
Obligación,Los universitarios tenemos que dar pruebas aunque no nos guste,académico
Obligación,Cuando uno hace un compromiso con otra persona y tiene que cumplirlo,compromiso
Obligación,Terea,tareas
Obligación,Puede ser impuesto por otro persona o voluntarios,no voluntad
Obligación,Contra mi voluntad,no voluntad
Ansiedad,Esta asociado a grandes subidas de peso en poco tiempo,subir peso
Ansiedad,Altera los nervios,nerviosismo
Ansiedad,Produce daños colaterales a la salud,daño
Ansiedad,Puede causar depresión,depresión
Ansiedad,Uno está inseguro,inseguridad
Ansiedad,Una angustia muy grande,angustia
Ansiedad,Es un estado mental,mental
Ansiedad,Preocupación,preocupación
Ansiedad,Estar muy exitado ,exitación
Sugerencia,consejo ,concejo
Sugerencia,darle ideas sobre algo a una persona,idea
Sugerencia,opinion propia,opinión
Sugerencia,ayudar ,ayuda
Sugerencia,aportar para realizar un trabajo,aporte
Definición,que significado tiene la palabra,significado
Definición,describir concepto,descripción
Definición,lexico,léxico
Oportunidad,perdonar,perdón
Oportunidad,dejar que persona vuelva a realizar algo,otro/alguien
Oportunidad,repetir,repetición
Oportunidad,mejorar lo que hiciste desde un principio,mejorar
Felicidad,estar muy alegre,alegría
Felicidad,cuado persona hace algo bueno,bien
Felicidad,emocion,emoción
Felicidad,sonrisa,sonrisa
Esperanza,sentir que algo bueno va a suceder,bien
Esperanza,fe,fe
Esperanza,que algo esperado pase,esperar
Esperanza,ocurre cuando alguien está enfermo y tiene la esperanza que se recupere,enfermedad
Esperanza,pedri algo,pedir
Éxito,ser el mejor en lo que hago,el mejor
Éxito,que te vaya bien en el futuro,futuro
Éxito,esfuerzo,esfuerzo
Obsesión,amar una cosa,amor
Obsesión,no soltarlo nunca,no soltar
Obsesión,estar loco por alguien o algo,locura
Obsesión,cuando me obsesiono por una comida en especifico,comer
Obsesión,cuidado ,cuidado
Ansiedad,desesperado,desesperación
Ansiedad,nervioso,nerviosismo
Ansiedad,estar muy inquieto por algo que suceda,inquietud
Ansiedad,hiperactivo,hiperactividad
Ansiedad,volverse loco,locura
Ansiedad,transpiracion,sudor
Desesperación,alterarse cuando algo no resulta de la forma que uno quiere,alteración
Desesperación,ansiedad,angustia
Desesperación,tener ataques de panico,pánico
Desesperación,estrés,estrés
Destreza,estrezarse por algo,estrés
Destreza,desesperación,desesperación
Definición,explicar algo,explicación
Definición,entenderer el comienzo de algo,entendimiento
Honestidad,transparencia,transparencia
Sugerencia,acotación,acotación
Sugerencia,consejo,concejo
Sugerencia,es una idea que  podria ser aceptada,idea
Ganancia,ganar algo,ganar
Ganancia,obtener un beneficio,obtención
Amenaza,posible situación de peligro,peligro
Felicidad,momento grato,momento
Felicidad,sonreir a la vida,sonrisa
Oportunidad,posible evento provechoso.,posibilidad
Oportunidad,situación de posibles ganancias.,ganar
Destreza,pasciencia,paciencia
Destreza,habilidad desarrollada o desarrollable en el tiempo,habilidades
Culpa,sentimiento,sentimiento
Culpa,sujeto negligente,negligencia
Plan,estrategia,estrategia
Plan,crongrama,cronograma
Plan,cursos de acción,acción
Agradecimiento,felicidad,felicidad
Agradecimiento,sonreir,sonrisa
Agradecimiento,estado de animo,ánimo
Compasión,debilidad,debilidad
Compasión,concepto de lastima,lástima
Seguridad,confianza,confianza
Seguridad,sensanción de plenitud,plenitud
Honestidad,verdad,verdad
Honestidad,transparencia en el actuar,transparencia
Habilidad ,acción para crear ,acción
Peligro,susto,susto
Peligro,acción de lo desconocido,desconocido
Éxito,acción de lo conseguido o logrado,logro
Éxito,expresión que se le da a lo ancalzado,expresión
Ganancia,dinero que se obtiene de lo que ha sido invertido en un objeto,dinero
Ganancia,expresión que se le da al comprar aun determinado precio y que se vende a un valor muho mayor,ventas
Plan,expresión que se da cuando se necesita conseguir algo,expresión
Plan,palabra usada en reuniones para concretar negocios,negocios
Amenaza,forma expresiva para aminorar un peligro,peligro
Verdad,certeza,certeza
Verdad,certidumbre,certidumbre
Verdad,no decir mentiras,no mentir
Verdad,lo que es,lo que es
Verdad,realidad,real
Verdad,opuesto falsedad,no falcedad
Felicidad,alegría,alegría
Felicidad,dicha,dicha
Felicidad,como te sientes cuando las cosas salen bien,bien
Felicidad,júbilo,júbilo
Felicidad,gozo,gozo
Felicidad,cuando se sonríe,sonrisa
Felicidad,sentimiento bonito,bonito
Felicidad,sentirse bien,bien
Amenaza,algo que te deja en alerta,alerta
Amenaza,situación estresante,estrés
Amenaza,te deja con inseguridad,inseguridad
Amenaza,desafío,desafío
Amenaza,violencia,violencia
Amenaza,prepotencia,prepotencia 
Amenaza,te pone nervioso,angustia
Ansiedad,nervios,nerviosismo
Ansiedad,inseguridad,inseguridad
Ansiedad,te hace doler el estómago,dolor
Ansiedad,te hace sudar,sudor
Ansiedad,desesperación,desesperación
Ansiedad,sensación no placentera,no placer
Oportunidad,chance,chance
Oportunidad,posibilidad,posibilidad
Oportunidad,hay que aprovecharlas,aprovechar
Oportunidad,ventana,ventana
Oportunidad,ahí hay que demostrar las capacidades,demostración
Decisión,elección,elección
Decisión,constancia,constancia
Decisión,seguridad,seguridad
Decisión,asertividad,asertividad
Decisión,elegir de forma informada,elección
Decisión,afirmar ciertas posibilidades,afirmación
Decisión,certeza,certeza
Acuerdo,tratado,tratado
Acuerdo,arreglo,arreglo
Acuerdo,comprometerse a ciertas condiciones,compromiso
Acuerdo,compromiso,compromiso
Acuerdo,grupo que tiene ideas en común,común
Plan,programa,programa
Plan,forma definida de hacer algo,definición
Plan,reglas,reglas
Plan,esquema,esquema
Plan,trazado,trazado
Plan,acuerdo,acuerdo
Plan,set de pasos definidosen pos de un objetivo,pasos
Destreza,habilidad,habilidades
Destreza,capacidad,capacidad
Destreza,talento,talento
Destreza,aptitud,aptitud
Destreza,cuan facil se logra algo,facilidad
Destreza,cuan rapido se logra algo,rápidez
Agradecimiento,reconocerlo que hizo alguien,reconocimiento
Agradecimiento,humildad,humildad
Agradecimiento,reconocimiento,reconocimiento
Agradecimiento,honestidad,honestidad
Agradecimiento,capacidad de crítica,crítica
Compasión,lastima por el otro,lástima
Compasión,Preocupacion por el otro,preocupación
Compasión,emocion de congoja por otra persona,emoción
Compasión,empatia con sufrimiento ajeno,empatía
Amenaza,riesgo,riesgo
Amenaza,estar en peligro,peligro
Amenaza,"dirigir palabras de riesgo a una persona, con opcion de concretarlas",riesgo
Amenaza,estado de alerta,alerta
Razón,estar en lo correcto,correcto
Razón,estado  mental,mental
Razón,"Pensamiento, mente",pensamiento
Razón,capacidad de pensar las cosas,pensamiento
Razón,propia de los seres humanos,humano
Razón,Lo que nos hacer ser personas inteligentes,inteligencia
Seguridad,sensancion de tranquilidad frentea una situacion,tranquilidad
Seguridad,resguardo,resguardo
Seguridad,proteccion,protección
Seguridad,sentirse auxiliado,auxilio
Seguridad,no correr ningun riesgo,no riesgo
Seguridad,estado en el cual nada atraviesa la burbuja personal,burbuja personal
Obsesión,mala forma de amar,mal amor
Obsesión,querer las cosas para uno sin importar nada mas,querer
Obsesión,deseo mal trabajado,deseo
Obsesión,"querer para si, sin importar la consecuencias",querer
Obsesión,enfoque egoista de lo que e desea,egoísmo
Obsesión,dirigir la atencion a una cosa o persona y luchar para obtenerlo contratodo,atención
Felicidad,sentimiento supremo,supremo
Felicidad,unido al amor,amor
Felicidad,liberacion de buenas vibras y alegria,alegría
Esperanza,fe,fe
Esperanza,aliciente de que vendra algo mejor,aliciente
Esperanza,soñar que las cosas pueden cambiar para mejor,soñar
Esperanza,es lo ultimo que se pierde,lo último que se pierde
Acuerdo,fin de un tratado con las dos partes para un mismo lado,tratado
Acuerdo,consenso,consenso
Acuerdo,tratado,tratado
Acuerdo,lograr un punto en  comun,común
Acuerdo,unir los pensamientos en uno,unión
Oportunidad,opcion,opción
Oportunidad,tener una alternativa para algo,alternativa
Oportunidad,chance frente a una cosa,chance
Oportunidad,cuando se abre una ventana en la vida,ventana
Oportunidad,situacion que uno puede arovechar o no,aprovechar
Verdad,contrario a mentia,no mentir
Verdad,ser real,real
Verdad,transparencia ante la vida,transparencia
Verdad,decir o actuar de forma natural ,natural
Verdad,cuando no se tergiversan las cosas,tergiversación
Verdad,el no uso de mascaras y de omisiones,no mascaras
Verdad,decir las cosas como son sin tapujos,sin tapujos
Agradecimiento,gratitud,gratitud
Acuerdo,trato,trato
Seguridad,proteccion,protección
Seguridad,fuera de peligro,no peligro
Seguridad,a salvo,a salvo
Excusa,evadir algo,evación
Excusa,evitar hacer algo,evación
Peligro,que no es seguro,inseguridad
Peligro,amenaza,amenaza
Culpa,responsable de algo negativo,responsabilidad
Plan,pensado,pensamiento
Plan,algo preparado,preparación
Esperanza,confianza ,confianza
Felicidad,alegria,alegría
Felicidad,emocion positiva,positivo
Desesperación,inquietud,inquietud
Decisión,Tener certeza sobre realizar un acción,certeza
Decisión,Tomar una definición,definición
Razón,Capacidad de pensar,pensamiento
Razón,Tener una opnión veraz,veracidad
Habilidad ,Destreza,destreza
Habilidad ,Dominio,dominio
Habilidad ,Cualidad,cualidad
Felicidad,Sensación de alegría,alegría
Felicidad,Estado de goce,gozo
Felicidad,Satisfacción,satisfacción
Felicidad,Paz,paz
Ganancia,Obtener un premio,obtención
Ganancia,Obtener un objeto o cosa de utiidad,obtención
Ganancia,Aumento de Recursos,aumento
Plan,Estrategia a implementar para conseguirun objetivo,estrategia
Plan,Programación de pasos detallada para lograr un fin,programa
Culpa,Sentimento negativo de responsabilidad,negativo
Culpa,Pensamiento rumiante que minimiza la autoestima,pensamiento
Éxito,Lograr un objetivo ,logro
Éxito,Superar o cumplir con las espectativas,espectativas
Éxito,Imagn soial positiva,positivo
Obligación,Responsabilidad,responsabilidad
Obligación,Acción a realizar por el manato de  jefeo superior,mandato
Verdad,Hecho cierto,hechos
Verdad,Hecho real,real
Sugerencia,recomendación,recomendación
Sugerencia,indicar un buen camino,camino
Sugerencia,orientar,orientación
Sugerencia,ayudar,ayuda
Sugerencia,apoyar,apoyo
Habilidad ,tener capacidades para hacer algo,capacidad
Habilidad ,inteligente,inteligencia
Habilidad ,dominio de una materia,dominio
Honestidad,decir la verdad,verdad
Honestidad,ser transparente,transparencia
Honestidad,estar con la mente tranquila,tranquilidad
Compasión,ser empático,empatía
Compasión,tener pena,pena
Compasión,sensible por el dolor ajeno,sensibilidad
Compasión,sentido de hermandad,hermandad
